score;segment;navn;orgnr;orgform;kanal;epost;telefon;hjemmeside;adresse;postnr;poststed;kommune;ansatte;naeringskode;registrert;formaal;score_grunnlag
10;eiendom;TAKST MÅLENG AS;995654539;AS;e-post/telefon;;;;Folkestadhøgda 12;1592;VÅLER I ØSTFOLD;VÅLER;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2010-06-22;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;TAKST NOR AS;932165627;AS;e-post/telefon;;;;Øvre Skalstadvei 17;3340;ÅMOT;MODUM;0;70.200 Bedriftsrådgivning og annen administrativ rådgivning;2023-10-02;Salgskonsulent for bedrifter.;AS (e-post lovlig)
10;eiendom;TAKST OG BYGGETJENESTER - T. JOHANSEN;929159403;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Hafslundveien 6A;0373;OSLO;OSLO;;71.121 Byggeteknisk konsulentvirksomhet;2022-05-13;Tjenester knyttet opp til takst og vedlikeholdsplanlegging. Salg og utleie av utstyr, varer og tjenester. Catering og andre servicetjenester.;eiendom i formål
10;eiendom;TAKST SKAL DU HA AS;830090622;AS;e-post/telefon;;466 71 083;;Blåbærstien 2C;1456;NESODDTANGEN;NESODDEN;;85.510 Undervisning innenfor idrett og rekreasjon;2022-10-25;Arrangere undervisning i discgolf/frisbeegolf, i form av treningsleire, sommerskoler, turneringer og andre relevante aktiviteter i inn- og utland.;AS (e-post lovlig)
10;eiendom;TAKST TEAM AS;911571757;AS;e-post/telefon;;;;Auglendsmyrå 11;4016;STAVANGER;STAVANGER;15;68.320 Eiendomsforvaltning på oppdrag;2013-02-16;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;TAKST TEAM HOLDING AS;934757254;AS;e-post/telefon;;;;Auglendsmyrå 11;4016;STAVANGER;STAVANGER;;68.320 Eiendomsforvaltning på oppdrag;2024-12-24;Holdingselskap.;AS (e-post lovlig)
10;eiendom;TAKST VEST LANDBRUK AS;912623882;AS;e-post/telefon;;;;Haugen 28;6879;SOLVORN;LUSTER;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2013-10-23;Taksering av fast eigedom.;AS (e-post lovlig)
10;eiendom;TAKST ØST AS;912156435;AS;e-post/telefon;;;;Nygardsvegen 8B;2008;FJERDINGBY;RÆLINGEN;0;68.320 Eiendomsforvaltning på oppdrag;2013-06-29;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;TAKST-TEAM BODØ AS;976298896;AS;e-post/telefon;;75 53 06 70;;Trålveien 56;8013;BODØ;BODØ;0;71.121 Byggeteknisk konsulentvirksomhet;1996-04-24;Tilby taksttjenester ut fra kontorfellesskap samt hva hermed står i forbindelse, herunder oppkjøp og utvikling av annen forretningsvirksomhet.;AS (e-post lovlig)
10;eiendom;TAKST&TØMRERPARTNER AS;937343906;AS;e-post/telefon;;;;Hamangskogen 96;1338;SANDVIKA;BÆRUM;;71.121 Byggeteknisk konsulentvirksomhet;2026-03-12;Ingeniørtjenester.;AS (e-post lovlig)
10;eiendom;TAKSTCO AS;971203595;AS;e-post/telefon;;;;Bratliveien 12;1605;FREDRIKSTAD;FREDRIKSTAD;0;68.320 Eiendomsforvaltning på oppdrag;1995-03-12;Verdivurdering, taksering.;AS (e-post lovlig)
10;eiendom;TAKSTCON AS;913190572;AS;e-post/telefon;;;;Ringvegen 7;2816;GJØVIK;GJØVIK;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2014-02-08;Salg av taksteringstjenester og andre tjenester som naturlig faller sammen med dette. Deltakelse i andre selskaper.;AS (e-post lovlig)
10;eiendom;TAKSTER AS;829311232;AS;e-post/telefon;;991 55 679;;Hidlesneset 30;5437;FINNÅS;BØMLO;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2022-06-08;Uavhengig kontroll for tiltaksklasse 1.;AS (e-post lovlig)
10;eiendom;TAKSTER OG SKJØNN AS;986618929;AS;e-post/telefon;;76 94 04 67;;Einerveien 3;8517;NARVIK;NARVIK;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2004-03-08;Taksering og ingeniørtjenester, samt det som naturlig hører sammen med dette.;AS (e-post lovlig)
10;eiendom;TAKSTHUSET HAUGESUND AS;918532803;AS;e-post/telefon;;;;Tuhauggata 12;5525;HAUGESUND;HAUGESUND;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2017-02-08;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;TAKSTHUSET TRØNDELAG AS;934946383;AS;e-post/telefon;;;;Dronning Åsas vei 6B;7040;TRONDHEIM;TRONDHEIM;;00.000 Uoppgitt;2025-01-30;Hylleselskap, opprettet for videresalg.;AS (e-post lovlig)
10;eiendom;TAKSTINGENIØR MATHIAS K. BJØRKE;930955957;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Vesleslåttvegen 13;3580;GEILO;HOL;;68.320 Eiendomsforvaltning på oppdrag;2023-03-06;Takseringsvirksomhet - taksering av fast eiendom. Rådgivning.;eiendom i formål
10;eiendom;TAKSTINGENIØR MESEL AS;992305444;AS;e-post/telefon;;;;Spirekleiv 25;4957;RISØR;RISØR;0;41.000 Oppføring av bygninger;2008-03-03;Oppføring av bygninger, taksering og konsulenttjenester.;AS (e-post lovlig)
10;eiendom;TAKSTINGENIØR PÅL HAUG;933855406;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Kjerulfs gate 35C;2000;LILLESTRØM;LILLESTRØM;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2024-07-31;Lovpålagte Tilstandsrapporter i forbindelse med boligsalg.;eiendom i formål
10;eiendom;TAKSTINGENIØR ROBERT DYB AS;937827911;AS;e-post/telefon;;;;Oksneset 3;6050;VALDERØYA;GISKE;;71.129 Annen teknisk konsulentvirksomhet;2026-06-04;Ingeniørtjenester.;AS (e-post lovlig)
10;eiendom;TAKSTKJEDEN HOLDING AS;921583397;AS;e-post/telefon;;;;Storgaten 81B;3060;SVELVIK;DRAMMEN;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-10-20;Investering i aksjer og verdipapirer.;AS (e-post lovlig)
10;eiendom;TAKSTKONTROLL AS;913702743;AS;e-post/telefon;;;;Bangdalsvegen 223;7820;SPILLUM;NAMSOS;;68.320 Eiendomsforvaltning på oppdrag;2014-06-02;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;TAKSTMANN - BYGGKONSULENT INGEBRIGTSEN;993345113;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;907 57 244;;Stølsmyrvegen 3;5542;KARMSUND;KARMØY;;68.320 Eiendomsforvaltning på oppdrag;2008-11-22;Takstering av eiendommer og konsulenttjenester innenfor eiendomsmarkedet.;eiendom i formål
10;eiendom;TAKSTMANN ARILD GRUNDETJERN AS;913377613;AS;e-post/telefon;;;;Auglandsveien 16D;4620;KRISTIANSAND S;KRISTIANSAND;0;41.000 Oppføring av bygninger;2014-03-17;Tømrer, takstmann.;AS (e-post lovlig)
10;eiendom;TAKSTMANN BERNT IVAR THORSEN;981439732;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;22 50 37 60;;Lindebergveien 36B;1358;JAR;BÆRUM;;71.121 Byggeteknisk konsulentvirksomhet;2000-01-20;Taksering av eiendom (FAST). Tilstandsanalyse av eiendom (FAST).;eiendom i formål
10;eiendom;TAKSTMANN BJARNE MEEL;981262077;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;67 54 73 74;;Tanumveien 126;1341;SLEPENDEN;BÆRUM;;68.320 Eiendomsforvaltning på oppdrag;1999-11-19;Takseringsvirksomhet i henhold til lover og regler i Norges Takseringsforbund. Tomte og eiendomsutvikling.;eiendom i formål
10;eiendom;TAKSTMANN BJØRN CHR. PEDERSEN;936781195;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Ødegårdsveien 15;3231;SANDEFJORD;SANDEFJORD;;71.110 Arkitektvirksomhet;2025-12-15;Arkitekttjenester, bygg.;eiendom i formål
10;eiendom;TAKSTMANN EIRIK SETRAN;827429872;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Sivert Thonstads vei 12A;7072;HEIMDAL;TRONDHEIM;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2021-07-16;Taksering, tilstandsvurdering, prosjektering, byggeledelse og alt som står i forbindelse med dette.;eiendom i formål
10;eiendom;TAKSTMANN ERLAND KOLSRUD-BAKKELUND;934159950;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Nedre Presthågån 4;2862;FLUBERG;SØNDRE LAND;;68.320 Eiendomsforvaltning på oppdrag;2024-09-25;Taksering av fast eiendom.;eiendom i formål
10;eiendom;TAKSTMANN ESPEN MARTINSEN;985804257;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;97591411;;Holmesundveien 117;4920;STAUBØ;ARENDAL;0;68.320 Eiendomsforvaltning på oppdrag;2003-06-26;Takstmann samt noe byggevirksomhet.;eiendom i formål
10;eiendom;TAKSTMANN HANS PETTER BIØRNSTAD;946216402;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;c/o Takstsenteret A/S, Ringsveien 3;1368;STABEKK;BÆRUM;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1995-02-19;Takstmann. Konsulentbistand i forbindelse med fast eiendom.;eiendom i formål
10;eiendom;TAKSTMANN JACK MIKKELSEN;921981317;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Sennagressbakken 14;9700;LAKSELV;PORSANGER;;68.320 Eiendomsforvaltning på oppdrag;2018-12-28;Verditaksering av boliger.;eiendom i formål
10;eiendom;TAKSTMANN OG KONSULENTSERVICE AS;930811424;AS;e-post/telefon;;;;Oalsgata 64;4319;SANDNES;SANDNES;0;43.221 Rørleggerarbeid;2023-02-10;Rørleggertjenester.;AS (e-post lovlig)
10;eiendom;TAKSTMANN OG TØMRER JARLE DALEN MYRENGEN;933085678;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Hesteløkka 4;3282;KVELDE;LARVIK;;68.320 Eiendomsforvaltning på oppdrag;2024-02-27;Levere tilstandsrapporter for boligsalg. Diverse mindre tømrerarbeider samt kjøkkenmontering.;eiendom i formål
10;eiendom;TAKSTMANN OG TØMRERMESTER JARLE TORP AS;936893139;AS;e-post/telefon;;;;Åsveien 1;1543;VESTBY;VESTBY;;68.320 Eiendomsforvaltning på oppdrag;2026-01-26;Takstmann og bygningsmessig rådgivning.;AS (e-post lovlig)
10;eiendom;TAKSTMANN REINAR KARLSEN;970561889;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);reinar@arnulfolsen.no;953 07 170;arnulfolsen.no;Gårdsalléen 2;8400;SORTLAND;SORTLAND;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1995-02-20;Taksering og konsulentvirksomhet samt annen virksomhet som naturlig faller inn under dette, herunder å delta i andre selskaper. Utleie av driftsmidler. Fotpleie og annen virksomhet som naturlig faller inn under dette.;e-post i registeret + hjemmeside
10;eiendom;TAKSTMANN ROBERT SOLBERG AS;930995282;AS;e-post/telefon;;;;Endevegen 12;2074;EIDSVOLL VERK;EIDSVOLL;;68.320 Eiendomsforvaltning på oppdrag;2023-03-09;Takseringsvirksomhet og andre tjenester som naturlig hører sammen med dette.;AS (e-post lovlig)
10;eiendom;TAKSTMANN SILIHAGEN-THON;931505998;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Bjørnemyrsveien 9;1344;HASLUM;BÆRUM;;68.320 Eiendomsforvaltning på oppdrag;2023-06-02;Taksering av bolig.;eiendom i formål
10;eiendom;TAKSTMANN THORSEN;934026233;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Luksefjellvegen 236B;3721;SKIEN;SKIEN;;68.320 Eiendomsforvaltning på oppdrag;2024-09-04;Taksering av boliger.;eiendom i formål
10;eiendom;TAKSTMANN ØYSTEIN EIDE;925114405;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Bjørnavegen 129;5208;OS;BJØRNAFJORDEN;;68.320 Eiendomsforvaltning på oppdrag;2020-05-26;Verditakst, tilstandsrapport, verditakst bolig og fritidseiendom.;eiendom i formål
10;eiendom;TAKSTNETT AS;920898645;AS;e-post/telefon;;;;Libøvegen 64;3690;HJARTDAL;HJARTDAL;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-06-20;Takseringstjenester.;AS (e-post lovlig)
10;eiendom;TAKSTPARTNER  DA;982591848;DA;e-post/telefon;;75 05 41 55;;;8813;LØKTA;DØNNA;;68.320 Eiendomsforvaltning på oppdrag;2000-12-06;Taksering av eiendommer. Utleie av fast eiendom og løsøre. Investeringer i finansielle anleggsmidler.;eiendom i formål
10;eiendom;TANDBERG TAKST OG EIENDOM;936343384;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Stålverkskroken 36;0661;OSLO;OSLO;;68.320 Eiendomsforvaltning på oppdrag;2025-10-13;Taksering og utarbeidelse av tilstandsrapporter på fast eiendom.;eiendom i formål
10;eiendom;TANGEN TAKST;822889522;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Tyrihansveien 14;8800;SANDNESSJØEN;ALSTAHAUG;;71.121 Byggeteknisk konsulentvirksomhet;2019-06-13;Taksering av eiendom Prosjektledelse og byggeledelse av byggeprosjekter. Konsulenttjenester innen bygg og anlegg. Håndverkstjenester innen tømrerfaget.;eiendom i formål
10;eiendom;TK TAKST AS;935778468;AS;e-post/telefon;;;;Tvetenveien 32;0666;OSLO;OSLO;;00.000 Uoppgitt;2025-06-30;Investering i aksjer og verdipapirer.;AS (e-post lovlig)
10;eiendom;TRENGEREID TAKST;933688712;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;915 54 560;;Kråkenesdalen 175;5153;BØNES;BERGEN;;68.320 Eiendomsforvaltning på oppdrag;2024-06-25;Taksering av bygg.;eiendom i formål
10;eiendom;TVEIT TAKST V/ PEDER TVEIT;994285564;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);kontakt@tveit-takst.no;91513629;tveit-takst.no;Morkavegen 177;6982;HOLMEDAL;ASKVOLL;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2009-07-14;Taksering av fast eigedom med tilhøyrande konsulenttenester, jordbruksverksemd med sauehald.;e-post i registeret + hjemmeside
10;eiendom;UNIVERSAL RØRCONSULT & TAKST AS;835467422;AS;e-post/telefon;;;;Rødtvetkroken 2A;0956;OSLO;OSLO;0;43.221 Rørleggerarbeid;2025-05-13;Rørleggertjenester.;AS (e-post lovlig)
10;eiendom;VALOR BYGG OG TAKSERINGSTJENESTER ESPEN EINAR SYVERSEN;821358442;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Vestenga 20B;1413;TÅRNÅSEN;NORDRE FOLLO;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-09-07;Taksering og byggadministrasjon.;eiendom i formål
10;eiendom;VESTLANDSKE TAKST & TILSTANDS RAPPORT Gunnar Westrheim;976809335;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Øvre Holen 40;5163;LAKSEVÅG;BERGEN;0;68.320 Eiendomsforvaltning på oppdrag;1996-10-16;Takst- og tilstandsrapporter av eiendommer.;eiendom i formål
10;eiendom;VESTRUM TAKSERING AS;931076388;AS;e-post/telefon;;;;Tiurkroken 16;2069;JESSHEIM;ULLENSAKER;0;68.320 Eiendomsforvaltning på oppdrag;2023-03-21;Taksering og rådgivning.;AS (e-post lovlig)
10;eiendom;VIKEN TAKST OG BEFARING JOSTEIN SILKEBÆKKEN;920196209;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Dampsaga allé 22;2053;JESSHEIM;ULLENSAKER;;68.320 Eiendomsforvaltning på oppdrag;2018-01-05;Konsulenttjenester innen takst og befaring av eiendommer.;eiendom i formål
10;eiendom;VILHELMSEN TAKST & EIENDOM;934790812;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Stemhaugvegen 8;5542;KARMSUND;KARMØY;;68.110 Kjøp og salg av egen fast eiendom;2025-01-05;Kjøp og salg av egen fast eiendom. Ingeniør- og prosjektledertjenester innen byggeprosjekter.;eiendom i formål
10;eiendom;VINESHAUGEN BYGG OG TAKST;932991322;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Svindalsgutua 26;2162;BRÅRUD;NES;;71.121 Byggeteknisk konsulentvirksomhet;2024-02-12;Takst, byggesøknad, konsulentvirksomhet og enklere byggetjenester.;eiendom i formål
10;eiendom;WESTHEIM TAKST;836630122;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Hellenvegen 6A;2040;KLØFTA;ULLENSAKER;;68.320 Eiendomsforvaltning på oppdrag;2025-11-27;Eiendomsforvaltning på vegne av andre.;eiendom i formål
10;eiendom;AA-TAKST OG RÅDGIVING AS;997883756;AS;e-post/telefon;;976 70 520;;c/o Arve Moltubakk;6070;TJØRVÅG;HERØY;;68.320 Eiendomsforvaltning på oppdrag;2012-01-25;Takstvirksomhet og økonomisk rådgivning.;AS (e-post lovlig)
10;eiendom;AAB TAKSERING/ FLISELEGGING Kjetil Hugsted;981539915;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;38 06 32 98;;Brattvoll platå 66;4658;TVEIT;KRISTIANSAND;;68.320 Eiendomsforvaltning på oppdrag;2000-02-14;Taksering av boliger.  Mur og flisarbeid.;eiendom i formål
10;eiendom;AABY TAKST AS;937067801;AS;e-post/telefon;;;;Vabråten 41;1392;VETTRE;ASKER;0;68.320 Eiendomsforvaltning på oppdrag;2026-01-30;Takstmann.;AS (e-post lovlig)
5;eiendom;AGRO TAKST V/ A TJELLESVIK;971342811;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);atjelles@online.no;51 40 29 29;;Stasjonsveien 7;4460;MOI;LUND;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1995-02-20;Takst og eierskifte, forretningsmessig tjenesteyting, herunder rådgivning, finansiering, lån og investering.;e-post i registeret
5;eiendom;ARILD SØRBØ TAKSERING;981262360;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);arsoerboe@online.no;35 94 76 39;;Folkestadvegen 17B;3800;BØ I TELEMARK;MIDT-TELEMARK;;71.121 Byggeteknisk konsulentvirksomhet;1999-11-20;Takseringsvirksomhet i henhold til lover og regler i Norges Takseringsforbund.;e-post i registeret
5;eiendom;FORDAL TAKSERING OG BYGNINGSRÅDGIVNING;930694010;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);leif.fordal@outlook.com;915 10 808;;Storhaugveien 19;7240;HITRA;HITRA;;68.320 Eiendomsforvaltning på oppdrag;2023-01-23;Taksering og bygningsrådgivning.;e-post i registeret
5;eiendom;G1 TAKST SVEIN GADDERUD;971122862;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);sg@takstsenteret.no;913 47 130;;Ringsveien 3;1368;STABEKK;BÆRUM;;68.320 Eiendomsforvaltning på oppdrag;1995-02-20;Taksering;e-post i registeret
5;eiendom;KJÆRSTAD TAKST OG TØMRERTJENESTER;994305093;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);ktogt@live.no;402 31 876;;Kjærstadsletta 84;2022;GJERDRUM;GJERDRUM;;43.320 Snekkerarbeid;2009-07-08;Snekker. Tømrertjenester.;e-post i registeret
5;eiendom;MURMESTER & TAKSTMANN KJETIL BØRDALEN-ELSTAD;917741328;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);takstmann.kjetil@outlook.com;938 42 661;;Brekketoppen 44;3077;SANDE I VESTFOLD;HOLMESTRAND;;43.990 Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted;2016-09-20;Mur-, flis- og betongarbeider. Alt innen mureryrket. Takstmann.;e-post i registeret
5;eiendom;RAMBERG TAKST;995081768;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);knut@bjerketangen.no;95249009;;Bjerketangen 34;3790;HELLE;KRAGERØ;0;68.320 Eiendomsforvaltning på oppdrag;2010-02-04;Taksttjenester og diverse konsulent virksomhet.;e-post i registeret
5;eiendom;RF TAKST Ingeniør Reidar Frydenbø;981775589;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);rfrydenb@online.no;55 27 36 62;;Nylundsveien 33;5162;LAKSEVÅG;BERGEN;;68.320 Eiendomsforvaltning på oppdrag;2000-04-12;Taksering.;e-post i registeret
5;eiendom;SKJERVEN BRANN OG TAKSERING;926522981;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);kes@sogn.no;907 25 678;;c/o Kåre Egil Skjerven, Sinklesteinsviki 19;6894;VANGSNES;VIK;;71.129 Annen teknisk konsulentvirksomhet;2021-02-04;Brannvern- og takseringstenester m/m.;e-post i registeret
5;eiendom;TAKST & BEFARINGSENTERET PÅL FOLKE SCHRØDE;997830865;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);paal.schroder@mac.com;415 29 421;;Morells vei 25H;0487;OSLO;OSLO;;82.990 Annen forretningsmessig tjenesteyting ikke nevnt annet sted;2012-02-04;Management av audiovisuelle tjenester.;e-post i registeret
5;eiendom;TAKSTMANN KÅRE PRØITZ;929474295;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);kaareproitz@gmail.com;913 50 112;;Skjebergveien 82B;1739;BORGENHAUGEN;SARPSBORG;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2022-07-09;Taksering og vedlikehold av bygninger.;e-post i registeret
5;eiendom;TAKSTPARTNER HOSLE;917380600;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);haakon@takstpartner.no;984 83 118;;Ingiers vei 1A;1167;OSLO;OSLO;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2016-06-27;Takseringsvirksomhet.;e-post i registeret
5;eiendom;TØMMERMESTER INGENIØR TAKSTMANN MNTF JAN JENSEN;956157900;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);j.willy@online.no;37 02 59 87;;Hauene 10;4844;ARENDAL;ARENDAL;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1995-02-19;Arkitekt, ingeniør/taktsmann MNTF.;e-post i registeret
0;eiendom;A-TAKST CATO ALEXANDER HOLMSEN;923955186;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Storgaten 77;3060;SVELVIK;DRAMMEN;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2019-11-27;Takseringsvirksomhet.;
0;eiendom;ARKITEKT/DIPL.INGENIØR/TAKSTMANN EINAR CHRISTIAN HUNSTAD;981261844;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;22 49 04 60;;Sørkedalsveien 106;0378;OSLO;OSLO;;71.121 Byggeteknisk konsulentvirksomhet;1999-11-19;Takseringsvirksomhet i henhold til lover og regler i Norges Takseringsforbund.;
0;eiendom;ASLAM SOLID TAKST;936030858;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Høybråtenveien 117;1088;OSLO;OSLO;;68.320 Eiendomsforvaltning på oppdrag;2025-08-25;Taksering og konsulentvirksomhet, samt det som naturlig hører sammen med dette, herunder også deltakelse i andre selskaper.;
0;eiendom;BERGENS GULLSMEDLAUG'S TAKSTNEVND ANS;980435806;ANS;e-post/telefon;;55 54 90 75;;Øvregaten 14;5003;BERGEN;BERGEN;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1999-02-12;Taksering av gull- og sølvvarer, og hva hermed er forbundet.;
0;eiendom;BERGMANN TAKST;935872235;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Kranveien 20;0684;OSLO;OSLO;;71.129 Annen teknisk konsulentvirksomhet;2025-07-22;Ingeniørtjenester.;
0;eiendom;DØVRE MESTER-TAKST Magne J Døvre;981261992;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;67 13 32 24;;Glitterudveien 6;1352;KOLSÅS;BÆRUM;;71.121 Byggeteknisk konsulentvirksomhet;1999-11-19;Takseringsvirksomhet i henhold til lover og regler i Norges Takseringsforbund.;
0;eiendom;EDLER AGENTUR OG TAKSERING Dag Edler INNGÅR I DØDSBO;969977370;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;61175531;;Plassvingen 16;2819;GJØVIK;GJØVIK;;47.551 Detaljhandel med møbler, gjelder også madrasser;1995-02-20;Butikkhandel med møbler;
0;eiendom;EL-TAKST O KUFAAS / ISÅSEN;983862179;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;72 88 60 67;;Olastubakken 19;7224;MELHUS;MELHUS;;43.210 Elektrisk installasjonsarbeid;2001-11-14;El-takstering, elektroinstallatørvirksomhet og lignende.;
0;eiendom;GODVIK TAKSERING V/ROY GLOPPEN;930746967;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Olsvikveien 170;5184;OLSVIK;BERGEN;;68.320 Eiendomsforvaltning på oppdrag;2023-01-31;Taksering av bygninger.;
